city_id;city;country_id;last_update
549;Tychy;76;2017-02-15 09:45:25+00
550;Udaipur;44;2017-02-15 09:45:25+00
551;Udine;49;2017-02-15 09:45:25+00
552;Ueda;50;2017-02-15 09:45:25+00
553;Uijongbu;86;2017-02-15 09:45:25+00
554;Uluberia;44;2017-02-15 09:45:25+00
555;Urawa;50;2017-02-15 09:45:25+00
556;Uruapan;60;2017-02-15 09:45:25+00
557;Usak;97;2017-02-15 09:45:25+00
558;Usolje-Sibirskoje;80;2017-02-15 09:45:25+00
559;Uttarpara-Kotrung;44;2017-02-15 09:45:25+00
560;Vaduz;55;2017-02-15 09:45:25+00
561;Valencia;104;2017-02-15 09:45:25+00
562;Valle de la Pascua;104;2017-02-15 09:45:25+00
563;Valle de Santiago;60;2017-02-15 09:45:25+00
564;Valparai;44;2017-02-15 09:45:25+00
565;Vancouver;20;2017-02-15 09:45:25+00
566;Varanasi (Benares);44;2017-02-15 09:45:25+00
567;Vicente Lpez;6;2017-02-15 09:45:25+00
568;Vijayawada;44;2017-02-15 09:45:25+00
569;Vila Velha;15;2017-02-15 09:45:25+00
570;Vilnius;56;2017-02-15 09:45:25+00
571;Vinh;105;2017-02-15 09:45:25+00
572;Vitria de Santo Anto;15;2017-02-15 09:45:25+00
573;Warren;103;2017-02-15 09:45:25+00
574;Weifang;23;2017-02-15 09:45:25+00
575;Witten;38;2017-02-15 09:45:25+00
576;Woodridge;8;2017-02-15 09:45:25+00
577;Wroclaw;76;2017-02-15 09:45:25+00
578;Xiangfan;23;2017-02-15 09:45:25+00
579;Xiangtan;23;2017-02-15 09:45:25+00
580;Xintai;23;2017-02-15 09:45:25+00
581;Xinxiang;23;2017-02-15 09:45:25+00
582;Yamuna Nagar;44;2017-02-15 09:45:25+00
583;Yangor;65;2017-02-15 09:45:25+00
584;Yantai;23;2017-02-15 09:45:25+00
585;Yaound;19;2017-02-15 09:45:25+00
586;Yerevan;7;2017-02-15 09:45:25+00
587;Yinchuan;23;2017-02-15 09:45:25+00
588;Yingkou;23;2017-02-15 09:45:25+00
589;York;102;2017-02-15 09:45:25+00
590;Yuncheng;23;2017-02-15 09:45:25+00
591;Yuzhou;23;2017-02-15 09:45:25+00
592;Zalantun;23;2017-02-15 09:45:25+00
593;Zanzibar;93;2017-02-15 09:45:25+00
594;Zaoyang;23;2017-02-15 09:45:25+00
595;Zapopan;60;2017-02-15 09:45:25+00
596;Zaria;69;2017-02-15 09:45:25+00
597;Zeleznogorsk;80;2017-02-15 09:45:25+00
598;Zhezqazghan;51;2017-02-15 09:45:25+00
599;Zhoushan;23;2017-02-15 09:45:25+00
600;Ziguinchor;83;2017-02-15 09:45:25+00
